Temparature,Humidity,Moisture,Nitrogen,Potassium,Phosphorous,pH Value,Soil Condition,Fertilizer Name
32.19,56.71,42.67,19,1,19,6.006484680687278,Good,17-17-17
24.9,56.17,38.53,3,22,16,11.422040128547964,Good,20-20
30.68,53.52,44.75,12,0,13,5.277027818839922,Moderate,DAP
27.75,51.19,44.54,6,17,17,10.1850270020266,Good,DAP
32.06,56.81,35.82,17,0,21,10.69789408742377,Moderate,14-35-14
32.21,61.12,67.23,14,16,10,6.012105951493613,Moderate,10-26-26
33.28,65.51,47.53,16,0,10,8.430249501520326,Moderate,14-35-14
26.89,53.69,24.47,12,3,27,7.014877261943142,Good,10-26-26
31.99,66.28,51.34,22,0,14,6.62210120146231,Moderate,DAP
40.0,75.62,45.82,37,0,0,8.03087011675527,Poor,17-17-17
39.55,77.65,32.25,39,0,0,6.567507271580183,Moderate,DAP
31.1,54.3,49.85,26,0,17,8.710175417661368,Moderate,17-17-17
30.71,50.67,62.58,10,11,33,11.9554102453618,Poor,Urea
36.09,74.92,37.36,13,4,34,7.082758363716442,Moderate,DAP
32.41,73.63,40.09,42,0,0,8.511593384499559,Poor,DAP
20.41,47.39,70.0,9,0,12,8.0908294283327,Moderate,14-35-14
39.16,63.48,44.6,9,12,32,6.095433731853396,Good,17-17-17
29.43,48.63,56.66,23,0,21,11.09321635656824,Moderate,17-17-17
25.23,48.9,32.37,35,0,1,5.095804734545855,Good,20-20
27.82,57.4,31.09,42,0,0,11.001621023130582,Good,28-28
26.28,53.62,61.96,13,10,29,4.575640669183132,Moderate,Urea
29.07,44.79,38.69,39,0,0,6.997890408202771,Excellent,DAP
29.07,56.85,52.96,21,0,22,9.83707268968635,Moderate,17-17-17
27.78,53.53,62.54,13,8,10,5.909394698867397,Moderate,DAP
31.27,64.6,62.52,6,4,29,9.117567308976142,Poor,28-28
23.13,50.43,38.07,32,4,0,9.802526140523248,Good,28-28
30.36,62.15,33.85,36,3,0,9.514205904752878,Moderate,Urea
27.51,66.12,33.06,26,0,23,11.902461087428083,Good,DAP
36.98,65.69,42.05,40,0,4,9.681747330309156,Moderate,20-20
24.77,53.31,26.82,8,1,5,10.48680399713356,Good,20-20
29.73,65.86,46.73,40,3,0,10.21724210748578,Good,17-17-17
28.3,50.98,67.77,14,0,18,8.296317798702969,Moderate,DAP
35.46,67.95,51.35,14,0,38,11.773346352785424,Poor,Urea
38.51,72.13,44.07,14,3,39,5.302055275399448,Poor,Urea
26.83,56.77,54.59,24,1,15,7.440584620844488,Good,17-17-17
34.03,53.39,46.23,11,10,18,6.870614593575913,Good,Urea
34.11,57.79,43.23,26,1,23,5.274270180461746,Moderate,17-17-17
23.16,58.93,47.74,1,13,12,6.8791391283609125,Excellent,28-28
22.4,57.86,63.99,10,0,8,8.171289018795267,Moderate,Urea
25.11,62.03,42.44,33,2,1,7.897132341989842,Good,14-35-14
30.54,67.81,51.69,34,0,0,9.487741601425196,Poor,Urea
40.0,77.33,57.68,35,0,0,9.483993567072687,Poor,14-35-14
29.77,67.26,46.16,20,0,18,10.429371929473824,Good,10-26-26
28.57,63.78,31.25,17,0,39,9.3213283715397,Good,Urea
40.0,78.33,45.34,36,0,0,10.876143716183789,Poor,DAP
28.38,52.69,45.92,9,5,30,4.465915017075542,Good,DAP
25.14,49.84,20.0,15,16,10,7.461739914475348,Good,10-26-26
32.76,59.14,55.84,11,16,8,11.833922274030222,Poor,20-20
28.16,54.87,44.86,10,4,4,5.61381445793525,Good,14-35-14
32.63,54.58,41.18,38,0,3,9.881400340417116,Moderate,28-28
28.25,53.46,37.81,12,0,36,5.6119869942685785,Good,14-35-14
27.1,58.81,28.94,9,1,16,4.053334388608645,Good,17-17-17
31.7,56.91,48.75,19,0,18,11.695173592339016,Moderate,17-17-17
33.32,59.59,41.45,7,14,16,8.819632978809972,Moderate,10-26-26
29.16,54.43,24.67,42,0,0,7.950439209597732,Moderate,Urea
33.63,64.13,34.63,13,1,9,10.833498377813632,Moderate,10-26-26
33.46,62.58,24.01,1,14,17,11.94734306597379,Poor,DAP
29.49,61.99,38.54,10,1,37,10.061426957265695,Good,28-28
37.73,78.44,43.81,5,6,23,8.182567299882129,Poor,DAP
32.28,57.19,36.23,10,0,43,10.570314304597602,Moderate,10-26-26
32.34,69.02,43.22,10,2,10,11.214871428808042,Moderate,17-17-17
30.69,61.53,44.72,12,10,8,8.346360401797007,Moderate,17-17-17
28.05,59.27,27.07,7,3,13,5.923847253258083,Good,20-20
36.17,61.99,40.86,8,0,41,7.168879659860178,Good,28-28
26.77,64.03,57.33,9,5,27,5.204797606805944,Moderate,20-20
33.21,59.82,45.42,20,0,17,7.452809536670227,Good,10-26-26
30.82,55.95,70.0,40,0,1,11.285187505574935,Poor,10-26-26
34.65,70.51,57.0,40,0,3,9.632902978359226,Poor,28-28
30.43,70.25,53.78,11,9,18,6.750989941887627,Poor,17-17-17
22.87,45.11,21.74,13,13,13,9.053247846413608,Moderate,DAP
22.79,48.84,56.1,6,0,12,8.898293028728538,Moderate,Urea
26.32,63.21,69.24,14,0,37,4.861646968716696,Moderate,17-17-17
31.25,69.0,50.68,13,9,35,4.799431787815453,Poor,17-17-17
31.95,57.54,27.63,8,15,20,4.7104001885218425,Moderate,17-17-17
27.03,63.0,44.8,8,17,18,7.895890035706619,Good,DAP
39.45,77.38,41.31,8,1,42,9.590342500513415,Poor,10-26-26
27.13,53.92,67.62,9,7,25,11.539404191284708,Moderate,Urea
31.83,61.48,51.62,9,0,32,10.757841284484527,Poor,14-35-14
21.37,57.03,60.02,6,0,9,9.968223980634736,Moderate,17-17-17
28.78,45.41,33.28,12,3,29,9.802947302786038,Good,17-17-17
33.44,67.72,40.98,13,6,33,7.70564310196468,Moderate,DAP
33.14,57.63,47.22,14,0,12,8.043284295543039,Moderate,Urea
29.37,74.97,35.82,21,0,24,6.6454337867958335,Good,10-26-26
28.65,63.42,42.26,21,1,17,8.35363194747639,Good,10-26-26
28.31,57.46,30.33,37,0,4,10.117163753044988,Good,14-35-14
37.01,59.22,39.3,11,0,37,5.617436381818729,Moderate,14-35-14
24.68,49.73,57.68,36,0,0,8.41265844648796,Moderate,17-17-17
23.48,47.26,34.88,18,0,21,10.497384223349677,Good,Urea
34.27,69.31,41.01,38,0,0,11.331864901469618,Moderate,17-17-17
24.87,66.48,38.24,13,17,16,11.642270462123465,Good,17-17-17
31.6,46.43,60.07,35,0,0,4.062898303197517,Poor,17-17-17
33.9,64.42,47.41,23,0,13,7.304243336673939,Good,28-28
29.68,61.79,25.12,40,3,0,10.546530496895778,Good,20-20
36.07,67.14,27.42,35,1,0,9.35936573989123,Moderate,Urea
30.88,47.99,36.9,44,0,3,7.146123146405417,Good,DAP
23.28,50.87,49.11,20,0,21,9.154404718875249,Good,10-26-26
25.46,51.66,35.48,23,4,14,4.059837674429133,Good,17-17-17
31.97,56.88,44.52,7,9,27,7.021390810781591,Good,10-26-26
33.65,54.44,47.34,20,0,20,4.581085156791012,Moderate,28-28
29.41,52.2,37.85,42,0,0,11.046671353965769,Good,28-28
33.14,53.67,35.54,11,0,40,9.259947914422009,Moderate,DAP
34.04,51.83,35.12,7,12,25,11.189711315820135,Moderate,10-26-26
29.59,69.84,47.02,45,4,2,7.320423347793889,Excellent,DAP
21.86,61.37,27.44,9,17,15,8.085646361392875,Good,10-26-26
25.15,53.19,39.29,7,10,23,8.919331587504916,Good,10-26-26
28.5,65.02,37.98,18,0,38,9.29699657338426,Good,14-35-14
25.95,54.58,31.28,8,0,13,6.300930448901402,Excellent,28-28
28.8,55.76,35.61,9,0,35,4.39780813022756,Good,20-20
28.73,63.67,33.14,10,0,13,8.96350627024388,Good,17-17-17
28.11,45.22,66.38,14,3,19,8.458057584725783,Moderate,DAP
24.63,51.74,20.0,10,14,25,6.399838060879287,Good,17-17-17
24.23,60.39,25.34,38,0,1,5.202725448779188,Good,DAP
35.44,59.69,21.57,8,0,36,5.724343557118647,Poor,Urea
32.54,55.61,56.88,10,0,33,11.74381383921368,Poor,28-28
29.74,50.15,30.71,24,2,25,6.652712276544271,Excellent,10-26-26
32.17,47.61,35.09,44,0,0,11.832747709904698,Moderate,10-26-26
31.94,53.5,34.06,6,1,14,11.79476101039058,Moderate,17-17-17
32.9,54.1,49.07,10,0,4,6.226925303116773,Good,Urea
30.2,44.61,36.62,21,0,22,9.375640784218511,Moderate,DAP
28.07,71.72,34.22,43,0,0,4.628113722359228,Moderate,DAP
33.42,53.47,50.87,7,2,36,4.173433082842036,Poor,28-28
38.9,76.36,23.34,8,3,38,11.31833938925341,Poor,10-26-26
28.68,59.59,30.67,17,12,14,7.19483948112439,Excellent,10-26-26
30.71,61.75,42.85,23,3,23,8.925870281005462,Moderate,14-35-14
29.26,46.67,40.59,11,1,36,5.372479567563784,Good,17-17-17
33.76,64.28,62.87,7,0,39,6.22612958915122,Moderate,17-17-17
27.86,67.32,40.15,5,0,9,6.282653267931139,Excellent,17-17-17
28.44,56.96,55.12,10,0,6,10.724290175817316,Moderate,28-28
29.24,46.88,44.55,15,4,34,5.297054300910613,Good,20-20
33.89,67.27,44.73,21,0,13,6.220578232717029,Good,10-26-26
29.21,48.17,26.09,15,11,13,4.235629954588399,Good,28-28
33.05,61.26,28.59,20,0,22,10.306189869649224,Moderate,14-35-14
27.83,50.75,31.94,15,0,44,11.66556054007116,Good,14-35-14
25.88,42.06,48.59,15,4,31,4.443014490618219,Good,10-26-26
37.68,64.53,62.03,17,0,36,11.058008156918868,Poor,DAP
35.76,52.2,41.09,36,0,2,9.797469071874712,Moderate,10-26-26
30.46,58.56,39.96,38,1,4,9.890434257782804,Moderate,20-20
34.07,61.18,26.06,7,4,33,10.349986755868947,Moderate,Urea
34.33,54.12,42.26,26,0,18,4.571498764976925,Moderate,10-26-26
22.92,51.28,23.58,36,0,0,10.06672665844872,Moderate,14-35-14
35.58,65.91,30.27,11,0,12,9.41960311791428,Moderate,14-35-14
31.27,50.14,42.65,42,2,2,9.04922222262829,Moderate,DAP
26.24,60.66,48.23,27,2,17,10.10219196541814,Good,20-20
33.36,49.37,28.54,16,0,36,9.614584981716083,Moderate,DAP
27.0,58.9,67.14,10,0,10,5.085486364241083,Moderate,Urea
34.61,56.25,58.99,41,0,0,4.156809646777994,Poor,28-28
25.43,50.03,57.43,5,11,30,10.289308410837478,Moderate,Urea
28.68,68.2,43.9,21,0,28,6.792130094880823,Excellent,DAP
21.33,53.57,55.5,7,13,19,6.102078380160882,Good,DAP
37.75,58.35,37.82,33,0,0,9.90179446712215,Moderate,Urea
35.21,73.16,48.0,8,4,13,9.67804070276046,Poor,28-28
29.75,56.27,31.85,6,11,28,10.139449510159068,Good,20-20
23.77,54.99,41.64,25,0,14,10.511533018022456,Good,10-26-26
34.64,54.07,50.89,21,0,27,5.260227967141456,Poor,Urea
31.77,48.2,49.79,22,1,20,8.214910461931535,Moderate,20-20
22.76,49.09,32.91,1,22,19,5.943972003231259,Good,14-35-14
32.98,66.5,41.35,26,0,24,4.282319133857155,Moderate,Urea
26.24,54.1,38.98,12,0,11,6.463464545104674,Excellent,20-20
31.48,62.77,52.55,18,4,16,8.887004194889677,Poor,28-28
30.87,68.3,42.11,12,13,16,10.476752812461624,Moderate,Urea
33.65,56.18,56.49,8,10,15,10.922136539803764,Poor,28-28
24.49,60.36,22.61,9,15,19,8.470076784922853,Moderate,DAP
27.9,57.2,31.87,15,0,34,5.256455549858159,Good,DAP
25.3,58.41,32.96,42,4,0,8.79929204819174,Good,20-20
33.84,59.65,46.92,18,0,19,9.937493266222631,Moderate,DAP
33.61,64.0,22.98,8,11,29,9.219980152352283,Poor,DAP
32.61,72.07,32.62,13,3,37,7.771373932504813,Poor,14-35-14
26.98,44.04,66.35,9,0,14,9.468804822523314,Moderate,Urea
26.08,46.32,70.0,43,0,4,10.964119172874364,Moderate,28-28
23.46,44.89,36.24,15,4,38,7.216750952090198,Excellent,28-28
22.68,55.72,37.57,11,3,17,4.328488428756092,Good,20-20
32.61,54.03,34.38,3,19,21,8.086533418950593,Moderate,20-20
22.73,57.96,38.9,20,4,24,6.476331703157969,Excellent,Urea
33.53,69.87,62.59,13,0,37,7.1766431597457725,Moderate,17-17-17
29.59,61.69,42.35,25,1,20,11.587954862017202,Good,14-35-14
35.43,75.29,47.09,11,8,32,11.766232736518567,Poor,14-35-14
28.02,58.94,45.14,8,0,33,11.857734394141882,Good,DAP
28.71,50.83,38.48,41,0,0,9.716221020427644,Good,DAP
28.69,57.93,30.03,32,1,2,5.097388914492608,Good,17-17-17
31.97,74.57,25.98,11,0,10,8.09798413079079,Poor,20-20
38.94,72.08,57.52,14,18,13,9.231623885421612,Poor,14-35-14
27.52,45.64,50.85,24,3,19,10.708292119640758,Moderate,17-17-17
27.02,50.44,41.89,7,17,12,11.122289350988734,Good,20-20
35.55,67.27,37.82,9,0,41,10.761431038999689,Moderate,DAP
34.18,74.74,50.05,38,2,0,6.078795546843944,Poor,10-26-26
36.35,71.25,37.03,21,1,20,9.220031376790043,Poor,17-17-17
29.98,53.76,60.3,9,0,38,7.775833032503327,Moderate,17-17-17
22.47,54.03,32.7,35,2,0,11.811567393883,Good,10-26-26
29.13,67.3,34.87,17,0,37,9.21437128698876,Good,28-28
30.91,69.94,41.75,17,0,11,4.370760834446201,Moderate,10-26-26
28.89,56.51,48.61,18,4,28,4.067719422403372,Good,17-17-17
28.99,60.36,45.61,16,0,40,5.520126480579955,Good,28-28
27.53,56.83,40.73,44,0,0,7.045547851102906,Excellent,14-35-14
38.55,59.74,67.6,13,3,37,6.074614764302897,Moderate,20-20
33.73,65.97,52.77,10,22,19,4.910655515426504,Poor,10-26-26
28.95,61.0,49.42,5,5,24,9.097565246323008,Good,10-26-26
29.44,60.05,37.08,32,2,0,6.322884475745222,Excellent,20-20
37.91,78.37,47.5,37,4,2,7.450448310390933,Moderate,14-35-14
22.06,53.64,62.43,38,0,2,8.547665803793624,Moderate,Urea
29.9,50.37,36.94,10,17,21,7.355715728909336,Excellent,14-35-14
29.48,65.8,57.41,1,5,27,6.737686398729787,Good,14-35-14
40.0,69.31,59.57,40,0,4,9.32623322248022,Poor,DAP
25.82,56.18,61.74,7,2,8,7.956620791026101,Moderate,28-28
28.24,40.02,40.05,1,17,15,4.425708860986397,Good,20-20
32.76,51.56,45.73,31,2,0,8.587041587606272,Moderate,DAP
36.77,64.73,55.77,8,3,28,4.6681499861638205,Poor,17-17-17
20.58,55.92,31.05,21,0,18,10.383958805271558,Good,14-35-14
21.55,53.17,35.77,22,1,18,11.961622817355266,Good,DAP
31.85,64.85,57.26,35,0,2,11.198945474321544,Poor,DAP
27.38,50.41,31.84,16,0,36,5.318870386106764,Good,17-17-17
24.4,57.91,27.16,12,10,31,7.952381849361792,Good,DAP
32.6,54.47,50.6,3,17,13,11.6489736456537,Poor,20-20
30.3,52.93,55.68,10,16,12,6.573939908836397,Moderate,14-35-14
36.87,57.57,45.09,4,9,33,7.567749645821176,Moderate,17-17-17
34.86,62.76,36.35,2,21,13,4.665388010969909,Moderate,28-28
35.65,71.86,53.99,44,0,0,9.551997882192454,Poor,14-35-14
30.31,50.43,35.53,25,0,22,6.020522497908742,Good,28-28
25.23,48.47,57.13,9,0,6,6.280807951450122,Good,14-35-14
26.81,65.88,59.33,10,0,5,7.634535929278336,Moderate,20-20
38.19,61.79,70.0,2,7,27,11.026999081696442,Poor,20-20
33.87,62.52,61.81,6,9,36,10.488398442308698,Poor,10-26-26
28.87,57.72,46.25,5,8,33,4.140569685849337,Good,28-28
37.83,59.3,43.69,13,11,12,4.604961306927618,Moderate,17-17-17
29.8,59.07,54.15,9,0,42,11.48083907030472,Moderate,Urea
32.93,59.84,31.68,12,0,34,10.78193009920614,Moderate,28-28
26.86,48.06,41.76,37,0,0,10.33010167988044,Good,14-35-14
35.24,56.8,37.98,17,3,35,8.786251638090967,Moderate,28-28
35.85,63.92,50.71,17,13,16,8.631186427922414,Poor,14-35-14
29.78,70.86,33.51,12,0,9,9.192625198888347,Moderate,20-20
21.61,58.34,25.13,17,18,10,4.38290274756492,Good,17-17-17
27.69,65.61,48.22,8,12,13,10.780211142768888,Good,Urea
24.76,43.52,35.03,34,1,4,8.821658933802151,Good,17-17-17
30.93,47.92,53.87,8,3,33,10.985410037113802,Poor,14-35-14
29.99,54.05,36.41,16,0,13,11.54451824845236,Good,20-20
28.32,51.25,38.83,10,0,17,10.923135540194654,Good,DAP
32.3,57.5,28.11,4,8,30,9.833445005499554,Moderate,17-17-17
28.84,56.24,54.54,39,4,3,7.830260176887738,Moderate,DAP
34.15,64.07,42.61,17,4,22,6.848772851999296,Good,20-20
34.1,59.07,37.26,21,0,26,8.796438673582479,Moderate,14-35-14
29.23,57.13,41.46,42,3,1,11.712538430827266,Good,20-20
32.1,61.91,33.02,11,5,25,8.348009813350636,Moderate,10-26-26
29.11,56.7,40.85,39,0,0,10.06838240253674,Good,10-26-26
30.83,43.14,58.64,15,0,11,11.557721690456145,Poor,DAP
29.28,64.36,38.44,21,0,19,9.603487328692092,Good,28-28
25.66,68.77,42.77,8,1,6,7.036030756490519,Excellent,DAP
29.51,61.2,48.69,40,0,0,11.398289866045726,Good,17-17-17
29.72,51.46,39.97,16,6,11,8.110375535530892,Good,DAP
33.16,68.18,27.27,35,3,0,8.801063419560428,Moderate,Urea
38.57,69.47,35.76,16,0,37,5.113021292909492,Moderate,DAP
30.4,58.65,58.25,9,3,36,6.614224123059719,Moderate,28-28
34.75,70.91,33.64,14,0,35,4.229349076235272,Poor,20-20
25.52,57.37,36.07,15,15,20,6.620453497111938,Excellent,28-28
27.58,60.64,42.28,14,2,12,10.063490325402723,Good,DAP
33.06,73.54,63.25,3,13,31,5.446226873884576,Poor,14-35-14
30.98,60.43,34.78,35,3,0,11.484377028901363,Moderate,DAP
38.1,74.1,66.48,33,0,3,6.520226249878946,Poor,17-17-17
28.06,60.94,51.32,12,0,5,9.26634692512117,Moderate,10-26-26
25.92,63.87,37.41,10,0,14,8.655704168874022,Good,10-26-26
28.82,48.22,36.64,34,3,0,11.02949109649467,Good,Urea
37.06,75.75,28.48,12,0,34,8.080203630704908,Poor,Urea
32.73,68.98,46.02,25,0,27,11.336898931515684,Moderate,Urea
29.23,61.98,39.5,8,16,18,10.83302891484907,Good,14-35-14
31.37,64.37,50.13,24,0,21,9.00743949996674,Poor,20-20
34.0,59.81,36.57,18,3,24,11.62556668156684,Moderate,DAP
31.81,58.06,49.03,12,10,11,8.972508437004816,Moderate,Urea
22.25,58.5,48.46,19,0,14,6.333110486261334,Excellent,20-20
31.1,60.2,37.11,10,4,6,10.23906198177892,Moderate,20-20
35.42,57.14,39.62,20,0,21,8.381614635731447,Moderate,Urea
26.7,56.64,48.14,31,0,0,10.29212125272268,Good,20-20
32.35,63.16,38.72,14,2,42,4.287712290040545,Moderate,28-28
24.07,56.17,37.66,38,0,0,6.598111383249354,Excellent,DAP
36.03,64.38,52.82,41,1,3,11.47432202495456,Poor,10-26-26
33.45,73.71,34.17,27,0,25,10.766035655666794,Poor,28-28
34.69,66.52,43.91,13,17,14,4.669436978913138,Moderate,DAP
26.83,55.99,70.0,15,1,31,10.45324213695726,Moderate,28-28
37.23,57.81,35.92,38,1,3,10.131627315781715,Moderate,Urea
37.91,67.79,65.15,14,2,42,11.309201288081471,Poor,17-17-17
32.7,52.68,51.6,13,0,33,7.515480469999155,Poor,20-20
30.57,51.83,41.43,39,0,0,10.182807940186942,Moderate,20-20
27.81,50.2,35.57,20,0,18,4.97621668036988,Good,28-28
28.53,48.81,31.53,13,7,13,8.880734936113464,Good,Urea
32.33,66.18,32.51,45,1,0,9.336130386510415,Moderate,14-35-14
34.3,69.48,20.0,10,5,25,5.542043955252288,Poor,17-17-17
26.61,57.1,26.11,10,0,43,9.835294948461804,Good,DAP
30.74,57.16,66.9,38,0,3,5.936101340291887,Poor,20-20
24.54,66.05,39.14,15,0,34,11.255951570732172,Good,20-20
34.76,60.13,44.36,15,4,42,4.440881659866025,Moderate,17-17-17
25.47,55.49,58.13,13,11,28,6.813566240306456,Good,28-28
27.35,62.5,42.01,12,4,12,9.450994286123269,Good,14-35-14
28.11,55.71,25.36,38,3,0,9.745153196575746,Good,14-35-14
33.96,48.63,35.77,21,0,26,5.460811939506687,Moderate,DAP
36.51,58.06,51.75,14,0,40,9.063348242798696,Poor,DAP
33.0,54.95,39.38,4,0,16,9.54431224914712,Moderate,DAP
24.16,49.21,39.12,44,2,0,9.820648305285108,Good,10-26-26
32.06,61.93,57.19,15,0,13,7.269754277633097,Moderate,Urea
31.63,59.15,26.89,38,1,2,7.340035872637858,Good,14-35-14
35.34,74.07,53.44,3,6,33,11.18931950251982,Poor,Urea
29.35,50.79,33.69,38,0,0,6.649917047692005,Excellent,20-20
33.25,55.48,47.7,19,0,16,6.519585814392165,Good,17-17-17
30.75,58.05,65.23,14,0,36,6.964230156637024,Moderate,Urea
30.72,66.14,20.0,2,19,21,7.227619766814798,Moderate,17-17-17
22.18,48.97,24.49,9,0,42,6.391936024573823,Good,DAP
33.14,62.56,26.19,9,12,29,10.95264027175342,Moderate,Urea
21.2,48.29,57.03,34,2,0,6.003969501783489,Good,10-26-26
28.41,58.76,58.06,10,12,11,10.982355506249586,Moderate,14-35-14
22.68,56.76,68.02,8,0,11,8.637041498029632,Moderate,10-26-26
37.59,56.26,44.68,42,2,4,5.5870943036261576,Moderate,28-28
30.81,47.67,38.48,5,19,24,11.336268467929736,Moderate,Urea
31.48,59.28,37.95,23,1,25,9.147004492362722,Moderate,14-35-14
29.47,59.62,31.33,41,1,2,8.080878047524692,Good,10-26-26
28.52,63.14,37.44,33,2,0,9.03732008746224,Good,Urea
37.46,62.66,42.24,34,0,0,7.994382358050224,Moderate,Urea
24.64,58.38,63.27,38,0,0,5.853663109061018,Moderate,20-20
40.0,77.27,38.47,15,0,40,4.729943910599872,Poor,17-17-17
22.31,49.61,31.26,17,0,17,7.811707808985852,Good,DAP
29.54,59.13,40.66,41,0,0,8.13923214746522,Good,17-17-17
35.59,59.08,70.0,6,10,13,8.354627462252331,Poor,DAP
33.9,62.16,47.51,6,14,17,6.586066189148243,Good,DAP
34.54,58.84,53.98,10,19,13,10.327009893504288,Poor,28-28
33.48,58.65,32.9,7,3,39,11.443690322976448,Moderate,28-28
34.99,75.44,53.77,19,0,42,11.153733873816538,Poor,20-20
40.0,66.7,69.57,14,4,40,6.811296657120547,Moderate,28-28
26.37,52.2,36.71,17,4,44,7.639305469199792,Good,14-35-14
30.89,58.66,49.31,15,0,8,11.236624963198706,Moderate,14-35-14
28.31,43.74,42.46,8,0,35,5.153410364401366,Good,20-20
24.14,51.65,39.68,7,4,27,7.07386399922544,Excellent,14-35-14
24.67,47.76,26.37,35,1,2,4.043592116426678,Good,10-26-26
23.6,55.67,40.76,16,2,21,6.617999264564559,Excellent,20-20
27.74,65.66,67.85,13,0,36,8.408853462779213,Moderate,17-17-17
27.83,41.06,29.89,15,16,7,5.825434611620795,Good,Urea
28.66,64.42,38.34,13,15,11,5.4141382923340045,Good,28-28
27.57,47.43,38.87,21,0,19,9.717513229997422,Good,20-20
32.25,51.79,35.69,14,0,10,8.003203237747138,Moderate,DAP
33.02,48.8,52.02,22,0,15,9.708776302057515,Poor,28-28
30.68,54.7,40.85,19,0,13,6.375912456304033,Good,DAP
30.56,60.51,28.79,16,1,40,8.445612023265806,Moderate,20-20
25.84,60.68,34.82,7,12,27,9.680463639014889,Good,14-35-14
34.57,55.7,53.44,43,0,0,6.179175612596596,Moderate,14-35-14
26.71,55.16,44.94,24,0,22,8.849027116509415,Good,10-26-26
22.88,46.03,22.86,11,0,13,7.160166569530215,Good,28-28
33.69,55.35,60.53,12,7,36,9.140154564116054,Poor,10-26-26
29.22,49.26,33.55,35,0,0,8.924177985503679,Good,28-28
32.64,67.85,32.04,5,7,27,6.328507800275193,Good,17-17-17
25.17,47.0,37.3,6,22,13,10.274832882051555,Good,10-26-26
30.7,57.61,50.29,16,0,7,6.505369431031497,Moderate,Urea
29.75,58.55,65.87,18,1,40,4.439677704953902,Moderate,10-26-26
27.58,64.9,58.56,11,14,10,5.714679213346392,Moderate,20-20
30.12,64.91,33.26,35,0,4,9.647520736168191,Moderate,20-20
28.43,63.69,37.41,1,21,19,9.861509836765377,Good,17-17-17
26.62,61.65,36.08,31,0,0,4.710464680263408,Good,20-20
33.94,57.36,51.49,10,2,41,8.893657427692299,Poor,20-20
33.34,65.67,58.35,12,3,37,11.667982968418224,Poor,17-17-17
31.03,54.07,57.8,6,0,16,5.557968653138428,Poor,28-28
32.8,73.72,52.98,2,6,25,9.10740492754191,Poor,Urea
33.37,65.55,45.17,13,0,36,7.711580336597877,Moderate,20-20
26.13,55.73,53.35,13,0,5,4.810082975420091,Moderate,Urea
29.21,57.9,34.9,10,14,24,5.388878995975717,Good,Urea
33.39,63.67,59.26,11,16,15,8.628079588207648,Poor,17-17-17
30.47,61.98,21.87,42,0,1,10.147929300775836,Poor,DAP
24.6,59.94,58.54,12,0,12,6.383646901389417,Good,17-17-17
32.18,53.01,45.88,1,18,14,11.36193063846899,Moderate,DAP
26.48,61.28,57.82,9,3,16,10.792278649598378,Moderate,10-26-26
33.16,63.11,53.91,23,0,28,6.8355850454779805,Moderate,10-26-26
37.39,69.61,67.14,38,0,2,10.661659984029956,Poor,20-20
38.64,74.69,33.53,14,3,16,11.477990373447096,Poor,Urea
22.93,59.18,36.33,11,0,38,8.305598925618071,Good,17-17-17
31.44,62.56,39.08,45,0,0,8.553076193454459,Moderate,20-20
25.6,66.44,64.99,9,6,29,8.770303248171398,Moderate,DAP
33.19,59.66,56.19,6,12,14,6.1955085901857965,Moderate,14-35-14
27.12,47.82,58.64,38,0,0,11.397491452718915,Moderate,Urea
28.19,51.2,44.38,24,0,16,9.55324332096014,Good,14-35-14
31.97,58.34,59.73,6,11,32,4.50549557995881,Poor,DAP
34.13,65.02,35.68,41,0,3,11.47883164810651,Moderate,DAP
26.4,65.58,44.9,27,0,20,8.416533146816349,Good,Urea
37.03,63.45,39.53,39,3,0,5.006122900942579,Moderate,20-20
21.34,54.69,39.42,20,2,26,11.140003979335972,Good,14-35-14
30.34,57.74,34.86,16,0,42,7.890685470965344,Moderate,DAP
27.05,53.84,37.54,23,0,24,6.061456548490763,Excellent,14-35-14
28.09,53.58,27.41,13,6,14,10.62161460933703,Good,28-28
36.19,70.05,26.41,19,3,24,5.061805021015514,Poor,14-35-14
27.86,44.14,58.37,13,0,16,6.4248993577404905,Good,14-35-14
26.41,56.89,37.25,31,0,2,11.851799196788566,Good,17-17-17
28.03,42.81,70.0,5,0,14,5.499625442262427,Moderate,10-26-26
29.21,57.22,49.29,17,13,14,8.243573513108032,Good,14-35-14
37.56,66.53,37.17,15,0,39,9.763127643422733,Moderate,14-35-14
35.57,69.22,38.56,26,0,17,5.144094363239892,Moderate,28-28
34.43,59.77,62.97,17,2,42,4.223922150121943,Poor,14-35-14
31.27,43.49,37.61,35,0,3,6.781599828487314,Good,14-35-14
25.82,61.11,39.24,6,20,16,6.7030646530572255,Excellent,17-17-17
26.5,45.75,61.25,36,0,0,7.910306956838878,Moderate,DAP
34.03,60.39,43.18,10,0,6,7.958431554243423,Moderate,10-26-26
28.01,50.4,61.19,6,2,11,11.111759341992752,Moderate,DAP
28.67,55.39,64.88,14,3,35,5.1981874984486085,Moderate,17-17-17
30.47,67.64,60.18,39,0,0,6.083074982117037,Moderate,17-17-17
29.93,66.3,55.91,8,9,11,7.738330138741061,Moderate,DAP
30.69,60.36,64.89,7,9,32,9.198598871129734,Poor,17-17-17
30.92,49.97,58.06,13,0,37,4.287531976482527,Poor,Urea
28.21,57.45,20.0,18,13,13,7.045951833455783,Good,DAP
